measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower,age_category,mortality_rate,year_trend,gender_ratio,rolling_avg,relative_risk,decade
1,Deaths,6,China,2,Female,8,15-19 years,508,Chronic respiratory diseases,1,Number,1981,689.1038012758327,927.6052185438562,366.22917667137375,Young,22725.047491206977,-0.36022663629064766,,795.8110063248636,0.08829001002759189,1980
1,Deaths,6,China,1,Male,9,20-24 years,508,Chronic respiratory diseases,1,Number,1981,841.1106268146077,1078.4564808375387,660.2105701044637,Young,22725.047491206977,0.46592381596358234,,764.6606326939227,0.10776557252809371,1980
1,Deaths,6,China,2,Female,9,20-24 years,508,Chronic respiratory diseases,1,Number,1981,560.6729417180061,820.1968264055888,279.5109948753858,Young,22725.047491206977,-0.3334135560249126,,658.5195658910308,0.07183506977444135,1980
1,Deaths,6,China,1,Male,10,25-29 years,508,Chronic respiratory diseases,1,Number,1981,1270.8203949909198,1585.4695519877466,981.2093052398998,Adult,22725.047491206977,0.1783311598115609,,1199.9432391421856,0.16282125451823648,1980
1,Deaths,6,China,2,Female,10,25-29 years,508,Chronic respiratory diseases,1,Number,1981,1106.8700666960822,1612.6992523136023,528.357161896002,Adult,22725.047491206977,-0.12901140785988807,,1152.060726017161,0.14181545524332562,1980
1,Deaths,6,China,1,Male,11,30-34 years,508,Chronic respiratory diseases,1,Number,1981,1804.78120728556,2318.4517830396053,1396.2641678876255,Adult,22725.047491206977,0.2668038088331117,,1654.1343578154485,0.23123388754181262,1980
1,Deaths,6,China,2,Female,11,30-34 years,508,Chronic respiratory diseases,1,Number,1981,1514.4530287786372,2157.8983481350406,740.320585462723,Adult,22725.047491206977,-0.16086613564842256,,1581.3024184796116,0.1940361856219993,1980
1,Deaths,6,China,1,Male,12,35-39 years,508,Chronic respiratory diseases,1,Number,1981,2753.911924211371,3584.6014624342815,2080.9187768909424,Adult,22725.047491206977,0.336876266244557,,2511.635148864059,0.35283931238452454,1980
1,Deaths,6,China,2,Female,12,35-39 years,508,Chronic respiratory diseases,1,Number,1981,2108.6053232568943,2950.782233344416,1058.7665217946535,Adult,22725.047491206977,-0.23432361626426057,,2307.492488329648,0.27016072874638764,1980
1,Deaths,6,China,1,Male,13,40-44 years,508,Chronic respiratory diseases,1,Number,1981,5945.132235664333,7749.685390991181,4527.73916806605,Adult,22725.047491206977,0.535686341063287,,5288.260257975996,0.7617078642293832,1980
1,Deaths,6,China,2,Female,13,40-44 years,508,Chronic respiratory diseases,1,Number,1981,3841.0721085498194,5402.524770490285,2014.489249491687,Adult,22725.047491206977,-0.353913091199627,,4552.507895461331,0.49212947940889634,1980
1,Deaths,6,China,1,Male,14,45-49 years,508,Chronic respiratory diseases,1,Number,1981,10106.570467337804,13452.607284861188,7396.989136088298,Adult,22725.047491206977,0.5719658836306347,,8884.929743602983,1.2948835955537672,1980
1,Deaths,6,China,2,Female,14,45-49 years,508,Chronic respiratory diseases,1,Number,1981,6469.077630202005,8855.912509442964,3472.757921908158,Adult,22725.047491206977,-0.35991366694482263,,7668.301233996889,0.8288372924113141,1980
1,Deaths,6,China,1,Male,15,50-54 years,508,Chronic respiratory diseases,1,Number,1981,21902.492398951184,29380.295283402724,16082.517864947702,Senior,22725.047491206977,0.5936018046913529,,19116.704132376446,2.8062118797667326,1980
1,Deaths,6,China,2,Female,15,50-54 years,508,Chronic respiratory diseases,1,Number,1981,13944.268518183928,19123.4472262459,7542.468889596762,Senior,22725.047491206977,-0.3633478663436651,,16530.259745813815,1.7865807807452445,1980
1,Deaths,6,China,1,Male,25,50-69 years,508,Chronic respiratory diseases,1,Number,1981,197002.8111087937,257498.92696295903,149748.99975047188,Senior,22725.047491206977,0.4645336635997326,,175465.26510449193,25.240580789216995,1980
1,Deaths,6,China,2,Female,25,50-69 years,508,Chronic respiratory diseases,1,Number,1981,136111.99494556175,176896.06856747318,83169.73493867285,Senior,22725.047491206977,-0.3090860268466187,,155876.8444956848,17.439069957776823,1980
1,Deaths,6,China,1,Male,8,15-19 years,508,Chronic respiratory diseases,1,Number,1982,1139.1809786517863,1493.214512245788,883.9341720544638,Young,22576.275529111488,0.6531340801526038,,968.4636311269247,0.1463197356357192,1980
1,Deaths,6,China,2,Female,8,15-19 years,508,Chronic respiratory diseases,1,Number,1982,706.0566871421986,920.4857230166166,399.3198906308659,Young,22576.275529111488,-0.38020674469318094,,844.7804890232725,0.09068798526529559,1980
1,Deaths,6,China,1,Male,9,20-24 years,508,Chronic respiratory diseases,1,Number,1982,833.4604189225989,1064.7985332409962,656.3760045077229,Young,22576.275529111488,0.48653583382982846,,745.0813291517376,0.10705209307823904,1980
1,Deaths,6,China,2,Female,9,20-24 years,508,Chronic respiratory diseases,1,Number,1982,527.3173530149888,735.6403294439884,280.58850594818426,Young,22576.275529111488,-0.3673156624562405,,640.4835712185313,0.06773018259187856,1980
1,Deaths,6,China,1,Male,10,25-29 years,508,Chronic respiratory diseases,1,Number,1982,1234.6324586539374,1588.4450678799506,986.6920302524215,Adult,22576.275529111488,0.11542672966052425,,1204.1076401136463,0.1585798028082611,1980
1,Deaths,6,China,2,Female,10,25-29 years,508,Chronic respiratory diseases,1,Number,1982,1018.0796158227756,1433.7274503111098,534.1722224843334,Adult,22576.275529111488,-0.17539863083403728,,1119.860713724265,0.13076512251776048,1980
1,Deaths,6,China,1,Male,11,30-34 years,508,Chronic respiratory diseases,1,Number,1982,1844.915265989685,2353.2448079205847,1467.008420224097,Adult,22576.275529111488,0.2182056695925103,,1721.383167351294,0.23696631092751788,1980
1,Deaths,6,China,2,Female,11,30-34 years,508,Chronic respiratory diseases,1,Number,1982,1511.085314061816,2143.528184940478,773.3633764094619,Adult,22576.275529111488,-0.1809459534981892,,1623.4845362767126,0.19408821584978977,1980
1,Deaths,6,China,1,Male,12,35-39 years,508,Chronic respiratory diseases,1,Number,1982,2774.2339952321513,3571.123909286078,2152.9364778832964,Adult,22576.275529111488,0.3156724801145552,,2545.5837475668054,0.35633072565379686,1980
1,Deaths,6,China,2,Female,12,35-39 years,508,Chronic respiratory diseases,1,Number,1982,2092.159448609939,2934.582740989755,1133.4457624165138,Adult,22576.275529111488,-0.2458604961926204,,2324.999589032995,0.2687230766358779,1980
1,Deaths,6,China,1,Male,13,40-44 years,508,Chronic respiratory diseases,1,Number,1982,5801.4033991235165,7503.540558974401,4472.150471961618,Adult,22576.275529111488,0.5103604502009238,,5195.869247779223,0.7451492147284061,1980
1,Deaths,6,China,2,Female,13,40-44 years,508,Chronic respiratory diseases,1,Number,1982,3707.348171352507,5226.099397811519,2036.0664773456467,Adult,22576.275529111488,-0.3609566657763158,,4449.941226341948,0.4761826386742007,1980
1,Deaths,6,China,1,Male,14,45-49 years,508,Chronic respiratory diseases,1,Number,1982,9959.18175653432,13020.618888009209,7541.078231058616,Adult,22576.275529111488,0.5395056800737965,,8844.943284691375,1.2791864234678463,1980
1,Deaths,6,China,2,Female,14,45-49 years,508,Chronic respiratory diseases,1,Number,1982,6299.113693959082,8673.537944306736,3533.4031130056565,Adult,22576.275529111488,-0.3675069048894334,,7575.79102689847,0.8090765802025941,1980
1,Deaths,6,China,1,Male,15,50-54 years,508,Chronic respiratory diseases,1,Number,1982,21832.22090813736,28632.68701744416,16326.859931638528,Senior,22576.275529111488,0.5656770292157813,,19226.327275090825,2.804194286495139,1980
1,Deaths,6,China,2,Female,15,50-54 years,508,Chronic respiratory diseases,1,Number,1982,13752.925254680931,19079.922713001022,7843.702544878065,Senior,22576.275529111488,-0.3700629307229615,,16509.804893667406,1.7664659305181638,1980
1,Deaths,6,China,1,Male,25,50-69 years,508,Chronic respiratory diseases,1,Number,1982,197430.7859352235,258532.57838570743,154107.0866992042,Senior,22576.275529111488,0.45050247786160447,,176848.530663193,25.358587393710675,1980
1,Deaths,6,China,2,Female,25,50-69 years,508,Chronic respiratory diseases,1,Number,1982,133908.8588688937,174757.42784219445,86036.74143179768,Senior,22576.275529111488,-0.3217427655237678,,155817.21324989302,17.199645355882048,1980
1,Deaths,6,China,1,Male,8,15-19 years,508,Chronic respiratory diseases,1,Number,1983,1153.830811341344,1507.4257211808676,899.253571828506,Young,22479.971996260963,0.6341900478437994,,999.689492378443,0.14777825086778995,1980
1,Deaths,6,China,2,Female,8,15-19 years,508,Chronic respiratory diseases,1,Number,1983,730.7589570819739,920.3554168067992,434.5211809130417,Young,22479.971996260963,-0.36666714920495436,,863.5488185218388,0.09359282090760283,1980
1,Deaths,6,China,1,Male,9,20-24 years,508,Chronic respiratory diseases,1,Number,1983,880.117925476979,1144.7921683388606,694.229127766079,Young,22479.971996260963,0.6690479090908317,,746.9652324715222,0.11272214808787841,1980
1,Deaths,6,China,2,Female,9,20-24 years,508,Chronic respiratory diseases,1,Number,1983,558.8551696387847,756.1666254461995,318.6155020438263,Young,22479.971996260963,-0.3650223981792966,,655.4301493769176,0.0715760392649192,1980
1,Deaths,6,China,1,Male,10,25-29 years,508,Chronic respiratory diseases,1,Number,1983,1177.10179664756,1492.419055629888,945.489380167066,Adult,22479.971996260963,0.15619817777833434,,1143.2712903747577,0.1507587099357228,1980
1,Deaths,6,China,2,Female,10,25-29 years,508,Chronic respiratory diseases,1,Number,1983,959.5312604510952,1334.023306592357,532.7850576841843,Adult,22479.971996260963,-0.18483578634924824,,1051.5708909738103,0.12289310523575525,1980
1,Deaths,6,China,1,Male,11,30-34 years,508,Chronic respiratory diseases,1,Number,1983,1950.2994319958705,2538.235313267263,1576.1105391551228,Adult,22479.971996260963,0.29066136362178097,,1768.7666706824573,0.24978691494097285,1980
1,Deaths,6,China,2,Female,11,30-34 years,508,Chronic respiratory diseases,1,Number,1983,1599.4361189735662,2205.814564402263,871.7760658732611,Adult,22479.971996260963,-0.17990227924295843,,1686.9402883437508,0.20484967961802486,1980
1,Deaths,6,China,1,Male,12,35-39 years,508,Chronic respiratory diseases,1,Number,1983,2779.8269305334757,3662.881936959053,2191.376107957376,Adult,22479.971996260963,0.32868789344924587,,2548.7401247918556,0.3560296340430156,1980
1,Deaths,6,China,2,Female,12,35-39 years,508,Chronic respiratory diseases,1,Number,1983,2093.1487160010875,2881.170463458828,1183.9370066907886,Adult,22479.971996260963,-0.24702193039068376,,2321.711698381501,0.2680825065654212,1980
1,Deaths,6,China,1,Male,13,40-44 years,508,Chronic respiratory diseases,1,Number,1983,5706.319660120291,7554.815058613848,4360.675717185797,Adult,22479.971996260963,0.5391917339229897,,5071.690410198772,0.7308436644058286,1980
1,Deaths,6,China,2,Female,13,40-44 years,508,Chronic respiratory diseases,1,Number,1983,3656.8786230704736,5094.869390830291,2119.513539236847,Adult,22479.971996260963,-0.3591528619352906,,4356.848818181091,0.46835907070720023,1980
1,Deaths,6,China,1,Male,14,45-49 years,508,Chronic respiratory diseases,1,Number,1983,9708.88386216635,13041.085284054723,7243.039174954461,Adult,22479.971996260963,0.5413095133490406,,8655.72643755325,1.2434768260014881,1980
1,Deaths,6,China,2,Female,14,45-49 years,508,Chronic respiratory diseases,1,Number,1983,6173.882973411738,8420.929856119774,3650.437661928507,Adult,22479.971996260963,-0.3640996162833743,,7393.960176512391,0.7907273907970782,1980
1,Deaths,6,China,1,Male,15,50-54 years,508,Chronic respiratory diseases,1,Number,1983,21590.565498533742,29014.74750134858,16366.01200520444,Senior,22479.971996260963,0.5698889580734978,,19058.57055378401,2.765237306248249,1980
1,Deaths,6,China,2,Female,15,50-54 years,508,Chronic respiratory diseases,1,Number,1983,13667.05226228244,18531.15009655584,7923.122260066522,Senior,22479.971996260963,-0.3669896111238682,,16336.84767183237,1.7504239425629913,1980
1,Deaths,6,China,1,Male,25,50-69 years,508,Chronic respiratory diseases,1,Number,1983,196850.4639029644,256438.21806014792,154229.26374367578,Senior,22479.971996260963,0.4700331670789235,,176063.3695690272,25.211856844310933,1980
1,Deaths,6,China,2,Female,25,50-69 years,508,Chronic respiratory diseases,1,Number,1983,133402.54203200617,172012.96958320023,88947.60656183363,Senior,22479.971996260963,-0.32231532815810027,,154720.6216012881,17.08568893206181,1980
1,Deaths,6,China,1,Male,8,15-19 years,508,Chronic respiratory diseases,1,Number,1984,1151.3824534204778,1458.6248182127824,907.5836477240088,Young,22438.5344444051,0.5755981397999064,,1011.9907406145985,0.1465179662790262,1980
1,Deaths,6,China,2,Female,8,15-19 years,508,Chronic respiratory diseases,1,Number,1984,743.318570703468,937.9569838050568,464.3343287839525,Young,22438.5344444051,-0.3544121082484374,,875.1533270686399,0.09459022495380308,1980
1,Deaths,6,China,1,Male,9,20-24 years,508,Chronic respiratory diseases,1,Number,1984,956.1570168688118,1218.240739135333,759.0578532709239,Young,22438.5344444051,0.7109209484217935,,798.3767039948585,0.12167475814734978,1980
1,Deaths,6,China,2,Female,9,20-24 years,508,Chronic respiratory diseases,1,Number,1984,614.4281293696691,828.7522363760522,375.15486838597343,Young,22438.5344444051,-0.3573982949141805,,709.8134386257552,0.07818840705139167,1980
1,Deaths,6,China,1,Male,10,25-29 years,508,Chronic respiratory diseases,1,Number,1984,1097.5219038771684,1376.3552984177372,882.7534845445556,Adult,22438.5344444051,0.1438104719602371,,1078.0516536586078,0.13966399854804978,1980
1,Deaths,6,China,2,Female,10,25-29 years,508,Chronic respiratory diseases,1,Number,1984,887.5982326397449,1224.1641912585242,500.5673809208517,Adult,22438.5344444051,-0.1912705983323295,,981.5504656560029,0.11295038198027868,1980
1,Deaths,6,China,1,Male,11,30-34 years,508,Chronic respiratory diseases,1,Number,1984,1996.431111099669,2521.7878187400697,1599.3368203413097,Adult,22438.5344444051,0.2482093454166041,,1848.722220689702,0.2540537467333421,1980
1,Deaths,6,China,2,Female,11,30-34 years,508,Chronic respiratory diseases,1,Number,1984,1639.1213461589175,2238.7276602670972,923.0592587495152,Adult,22438.5344444051,-0.17897425208122453,,1744.996192077384,0.20858466742330933,1980
1,Deaths,6,China,1,Male,12,35-39 years,508,Chronic respiratory diseases,1,Number,1984,2926.001465083833,3680.0780103728407,2326.289636110049,Adult,22438.5344444051,0.3978946850340819,,2599.6590372061323,0.37234524698542665,1980
1,Deaths,6,China,2,Female,12,35-39 years,508,Chronic respiratory diseases,1,Number,1984,2201.4987025031746,2948.942389466879,1255.3451690012546,Adult,22438.5344444051,-0.24760847567104705,,2406.882961196032,0.2801494079560056,1980
1,Deaths,6,China,1,Male,13,40-44 years,508,Chronic respiratory diseases,1,Number,1984,5602.773249594422,7085.238379308961,4357.071979278725,Adult,22438.5344444051,0.5321190083388907,,4988.657177595062,0.7129750324181078,1980
1,Deaths,6,China,2,Female,13,40-44 years,508,Chronic respiratory diseases,1,Number,1984,3657.169705287301,5015.649940617254,2087.622227397735,Adult,22438.5344444051,-0.3472572345218434,,4305.607192650732,0.465389294377474,1980
1,Deaths,6,China,1,Male,14,45-49 years,508,Chronic respiratory diseases,1,Number,1984,9412.084400031315,12098.99530293744,7223.519275719777,Adult,22438.5344444051,0.5244999687498322,,8431.617078536468,1.1977249267976469,1980
1,Deaths,6,China,2,Female,14,45-49 years,508,Chronic respiratory diseases,1,Number,1984,5989.841468653383,8118.620401512065,3496.524254946856,Adult,22438.5344444051,-0.36360096084205806,,7191.936280698813,0.7622309925895389,1980
1,Deaths,6,China,1,Male,15,50-54 years,508,Chronic respiratory diseases,1,Number,1984,21424.21235949329,28151.53607944314,16146.130886203138,Senior,22438.5344444051,0.5675810663736629,,18893.94337343649,2.7263156692353894,1980
1,Deaths,6,China,2,Female,15,50-54 years,508,Chronic respiratory diseases,1,Number,1984,13735.968962394483,18223.917029394237,8118.93871348018,Senior,22438.5344444051,-0.358857691853118,,16275.744528056739,1.7479563209105886,1980
1,Deaths,6,China,1,Male,25,50-69 years,508,Chronic respiratory diseases,1,Number,1984,196353.51950812511,250367.48812733716,155988.98883027415,Senior,22438.5344444051,0.47188739072914854,,175535.5084810319,24.98676114491143,1980
1,Deaths,6,China,2,Female,25,50-69 years,508,Chronic respiratory diseases,1,Number,1984,133504.59141398757,168527.40171382378,87261.15807315943,Senior,22438.5344444051,-0.32008047653832283,,154420.21765137295,16.988986730498933,1980
1,Deaths,6,China,1,Male,8,15-19 years,508,Chronic respiratory diseases,1,Number,1985,1128.9672655500092,1441.439143089729,860.6772078115671,Young,22355.333564770644,0.5188202071711565,,1007.8894298913183,0.14272814209340468,1980
1,Deaths,6,China,2,Female,8,15-19 years,508,Chronic respiratory diseases,1,Number,1985,743.6321912445206,928.88490916316,484.87328878834137,Young,22355.333564770644,-0.34131642791056604,,871.972675832666,0.0940126824717721,1980
1,Deaths,6,China,1,Male,9,20-24 years,508,Chronic respiratory diseases,1,Number,1985,1036.7709125222996,1324.0628602638951,814.5324441913737,Young,22355.333564770644,0.687375403183289,,869.1186862535934,0.13107234428865447,1980
1,Deaths,6,China,2,Female,9,20-24 years,508,Chronic respiratory diseases,1,Number,1985,679.8173241666123,907.8728087593192,423.60293936398426,Young,22355.333564770644,-0.3442935985610126,,777.0054553528603,0.08594497520168563,1980
1,Deaths,6,China,1,Male,10,25-29 years,508,Chronic respiratory diseases,1,Number,1985,1015.3760305399333,1253.575905074587,824.7506862701827,Adult,22355.333564770644,0.14395904949041327,,1000.1653890189488,0.12836752560273523,1980
1,Deaths,6,China,2,Female,10,25-29 years,508,Chronic respiratory diseases,1,Number,1985,818.9422657075281,1122.903994561255,494.74753052468634,Adult,22355.333564770644,-0.1934591313209847,,907.3055096290688,0.10353365560980582,1980
1,Deaths,6,China,1,Male,11,30-34 years,508,Chronic respiratory diseases,1,Number,1985,2126.7128064580465,2669.7280922030022,1705.3931630146135,Adult,22355.333564770644,0.2974712405776061,,1920.7550879055443,0.2688667571633517,1980
1,Deaths,6,China,2,Female,11,30-34 years,508,Chronic respiratory diseases,1,Number,1985,1731.5913233247288,2328.199813329437,996.4456182644914,Adult,22355.333564770644,-0.18578976998374142,,1832.475158647231,0.2189140641936981,1980
1,Deaths,6,China,1,Male,12,35-39 years,508,Chronic respiratory diseases,1,Number,1985,2967.2248078628536,3776.566968109896,2360.2537700243975,Adult,22355.333564770644,0.34782037549648503,,2698.2416584832868,0.37512733710078056,1980
1,Deaths,6,China,2,Female,12,35-39 years,508,Chronic respiratory diseases,1,Number,1985,2252.750460885703,2982.4792644330187,1345.5508937167435,Adult,22355.333564770644,-0.24078874815412166,,2473.8246570839106,0.28480089520189444,1980
1,Deaths,6,China,1,Male,13,40-44 years,508,Chronic respiratory diseases,1,Number,1985,5520.306163616928,7092.761559126404,4323.167168277487,Adult,22355.333564770644,0.5094476353219333,,4926.749706166217,0.6978971548266855,1980
1,Deaths,6,China,2,Female,13,40-44 years,508,Chronic respiratory diseases,1,Number,1985,3638.073276551624,4869.800697827246,2253.1032879714144,Adult,22355.333564770644,-0.3409653072271007,,4271.8497151519505,0.4599384370182852,1980
1,Deaths,6,China,1,Male,14,45-49 years,508,Chronic respiratory diseases,1,Number,1985,9104.440552993612,11848.046817928578,6870.836720110516,Adult,22355.333564770644,0.5199802199507031,,8168.788807226104,1.1510164418235442,1980
1,Deaths,6,China,2,Female,14,45-49 years,508,Chronic respiratory diseases,1,Number,1985,5841.738440894529,7769.118313512148,3648.2703921958214,Adult,22355.333564770644,-0.35836382181948356,,6978.673487513842,0.7385337907545958,1980
1,Deaths,6,China,1,Male,15,50-54 years,508,Chronic respiratory diseases,1,Number,1985,21106.63746778804,27316.358796137203,16023.467502131103,Senior,22355.333564770644,0.5365961822986449,,18755.606263225272,2.6683777674889435,1980
1,Deaths,6,China,2,Female,15,50-54 years,508,Chronic respiratory diseases,1,Number,1985,13737.524156161126,18472.40240094034,8460.649300110788,Senior,22355.333564770644,-0.3491372476015334,,16193.37686211455,1.7367476981867291,1980
1,Deaths,6,China,1,Male,25,50-69 years,508,Chronic respiratory diseases,1,Number,1985,195485.4993813463,247738.4781053469,153579.64714838204,Senior,22355.333564770644,0.464260497042837,,175114.53676781966,24.713986830528736,1980
1,Deaths,6,China,2,Female,25,50-69 years,508,Chronic respiratory diseases,1,Number,1985,133459.99933825718,167742.92737620557,92075.46995032948,Senior,22355.333564770644,-0.31728951886140633,,154150.03004453037,16.872497839923142,1980
1,Deaths,6,China,1,Male,8,15-19 years,508,Chronic respiratory diseases,1,Number,1986,1080.8134141291305,1349.1816539712647,878.8949777154834,Young,22122.31363357874,0.4534247264367528,,984.4709569745534,0.1366260874086911,1980
1,Deaths,6,China,2,Female,8,15-19 years,508,Chronic respiratory diseases,1,Number,1986,735.8010659475293,922.7246278787226,496.6090575636448,Young,22122.31363357874,-0.3192154572393018,,853.4155571070602,0.09301292844570896,1980
1,Deaths,6,China,1,Male,9,20-24 years,508,Chronic respiratory diseases,1,Number,1986,1099.211599207048,1397.2796827285636,876.1005058221098,Young,22122.31363357874,0.6169220173295393,,938.5999452986533,0.13895180987822783,1980
1,Deaths,6,China,2,Female,9,20-24 years,508,Chronic respiratory diseases,1,Number,1986,746.6482975987053,970.2020947874372,487.6681903436502,Young,22122.31363357874,-0.32074197712494634,,841.8924069907886,0.09438413165279538,1980
1,Deaths,6,China,1,Male,10,25-29 years,508,Chronic respiratory diseases,1,Number,1986,952.642013404056,1162.0649763829065,783.0720291746802,Adult,22122.31363357874,0.16325906391095524,,928.9867698838392,0.12042388565042701,1980
1,Deaths,6,China,2,Female,10,25-29 years,508,Chronic respiratory diseases,1,Number,1986,776.8372016364304,1044.6722200462884,471.38834623330155,Adult,22122.31363357874,-0.18454446612051667,,849.4738269160049,0.09820032396491082,1980
1,Deaths,6,China,1,Male,11,30-34 years,508,Chronic respiratory diseases,1,Number,1986,2151.45788820071,2643.2092480913843,1778.338909533336,Adult,22122.31363357874,0.24247439867613774,,2003.254005994495,0.27196671474167045,1980
1,Deaths,6,China,2,Female,11,30-34 years,508,Chronic respiratory diseases,1,Number,1986,1759.87203408015,2402.093286643637,1023.3788037544844,Adult,22122.31363357874,-0.1820095370065774,,1880.9737485351961,0.22246617891033907,1980
1,Deaths,6,China,1,Male,12,35-39 years,508,Chronic respiratory diseases,1,Number,1986,3016.1497239206433,3765.554510968323,2415.926412161963,Adult,22122.31363357874,0.3388743122195603,,2745.3749975564,0.3812727806955654,1980
1,Deaths,6,China,2,Female,12,35-39 years,508,Chronic respiratory diseases,1,Number,1986,2347.984908036653,3119.209403296036,1448.6198104326695,Adult,22122.31363357874,-0.22152906090333402,,2538.9616976143334,0.296809779640074,1980
1,Deaths,6,China,1,Male,13,40-44 years,508,Chronic respiratory diseases,1,Number,1986,5461.230244153824,6865.344983970982,4326.55577863319,Adult,22122.31363357874,0.501132558091379,,4873.203228107458,0.6903564583327809,1980
1,Deaths,6,China,2,Female,13,40-44 years,508,Chronic respiratory diseases,1,Number,1986,3683.414594886744,4848.919237382643,2330.4173096751315,Adult,22122.31363357874,-0.3255339126509469,,4260.90603853073,0.4656220193278604,1980
1,Deaths,6,China,1,Male,14,45-49 years,508,Chronic respiratory diseases,1,Number,1986,8675.978806943318,11175.895618681134,6844.2331144981,Adult,22122.31363357874,0.4851707064130022,,7874.052600277154,1.0967342034596246,1980
1,Deaths,6,China,2,Female,14,45-49 years,508,Chronic respiratory diseases,1,Number,1986,5714.540387034282,7552.939920214553,3489.5542778696354,Adult,22122.31363357874,-0.3413376733399833,,6744.085878290709,0.7223775021783364,1980
